92,17,88,28,58,95,5,56,25,54,28,4,18,79,56,67,78,51,93,81,12,76,9,17,90,16,0,98,0,41,36,60,12,45,48,40,87,12,11,67,51,14,98,40,83,66,49,74,1,47,37,99,43,98,82,60,52,100,17,18,65,78,17,4,46,87,5,25,54,14,53,28,96,66,22,47,32,79,18,100,48,26,97,39,68,54,33,84,5,52,45,94,89,73,72,63,31,85,97,19
22,91,24,55,7,64,99,76,25,22,20,79,53,90,2,69,13,25,98,19,22,60,19,21,50,55,84,37,50,96,28,9,68,53,57,23,31,11,10,33,19,89,86,90,11,49,46,42,52,32,75,4,87,69,41,0,86,60,70,4,77,10,84,2,9,6,83,25,54,97,33,54,65,93,68,10,9,59,15,43,45,3,36,27,84,49,78,75,4,25,22,86,32,32,7,32,95,70,88,19
56,60,64,22,36,11,4,90,80,34,37,1,88,14,25,35,4,93,3,70,15,49,94,39,53,23,37,28,52,66,48,66,93,70,2,12,35,90,24,31,19,7,38,1,9,41,48,95,10,20,32,73,38,33,42,86,82,5,87,19,39,86,63,9,26,13,82,59,68,2,4,66,64,63,23,66,12,80,45,27,72,1,22,74,37,1,49,53,55,44,68,80,97,10,35,81,92,94,50,1
47,43,63,45,30,23,34,38,50,78,54,74,42,63,64,71,33,59,26,35,15,37,7,43,20,24,41,75,73,19,66,42,83,21,16,63,31,99,25,2,27,25,32,100,27,72,10,3,82,56,77,48,40,52,89,5,65,12,53,34,80,92,47,56,26,55,92,52,46,58,10,65,61,75,54,24,85,34,22,42,21,22,67,2,75,3,18,85,10,32,71,70,82,60,51,24,93,66,92,16
11,53,58,40,45,40,88,26,79,66,91,14,65,4,89,75,82,75,98,60,72,55,48,38,40,25,70,1,39,75,53,87,22,43,67,97,17,22,16,68,39,76,98,47,5,4,97,96,57,66,29,6,53,67,62,81,92,81,69,85,7,7,16,53,71,50,20,20,75,85,84,0,47,38,38,54,83,2,67,23,61,20,18,44,25,29,78,66,51,67,52,5,82,18,63,40,76,0,7,24
36,82,83,41,4,96,24,13,36,83,96,5,14,83,59,54,84,90,30,69,38,2,28,27,38,5,41,18,9,75,60,37,22,72,47,33,22,32,2,2,52,67,49,92,18,67,34,41,75,34,79,14,22,43,30,70,83,45,72,33,97,39,29,78,23,32,62,17,4,27,74,82,9,56,3,3,69,28,12,37,46,48,78,16,88,81,94,35,9,86,72,31,56,55,57,90,3,94,97,10
86,13,100,75,35,38,19,94,59,73,14,98,85,30,100,46,98,71,40,67,52,44,11,34,83,42,58,22,50,34,59,61,65,60,32,82,74,26,32,10,65,75,68,42,65,55,60,57,92,87,93,27,93,72,57,9,6,85,3,38,79,40,42,4,41,93,2,85,31,17,84,98,38,73,30,84,4,22,59,43,12,100,64,46,70,94,79,38,63,87,79,84,37,14,97,92,28,81,97,53
91,57,40,61,3,64,71,14,6,85,89,25,31,90,11,44,65,26,5,38,30,1,47,28,41,81,35,67,24,92,33,29,43,6,86,75,49,69,17,2,56,73,100,85,69,44,58,13,92,2,78,54,3,4,36,1,43,30,32,41,82,50,98,48,13,74,90,97,77,22,58,100,58,24,87,7,29,33,19,91,17,63,27,98,32,0,54,36,32,34,36,42,36,81,11,19,52,34,47,55
13,43,68,46,54,51,97,75,8,35,24,55,84,91,75,6,98,86,37,46,1,83,45,86,33,95,16,73,81,17,52,72,8,68,21,25,81,96,56,7,35,78,85,34,96,21,53,69,91,42,50,7,65,76,77,7,17,89,35,4,73,15,35,85,44,83,64,24,69,53,95,19,100,56,18,22,23,86,1,25,99,33,41,68,14,40,99,98,90,77,31,7,13,36,96,35,71,85,61,55
62,91,38,66,42,63,9,84,16,58,65,10,98,26,100,27,92,24,26,73,73,32,36,15,98,46,51,10,48,67,99,93,17,35,98,80,14,73,82,66,83,100,27,24,68,28,30,93,50,25,74,64,60,50,14,44,60,82,34,74,82,44,21,89,51,14,90,42,13,50,12,100,57,4,41,32,29,23,26,19,83,16,37,57,11,51,92,15,8,40,78,43,26,75,74,5,99,100,35,33
2,64,0,18,65,52,50,40,58,93,21,79,65,89,89,32,48,76,94,45,84,54,77,64,37,26,33,8,98,43,22,29,93,83,6,25,57,29,28,93,54,79,33,25,18,73,47,64,55,72,17,63,82,67,72,50,56,14,44,8,9,12,43,52,74,37,13,57,60,66,7,35,82,62,59,36,86,38,44,27,24,65,18,87,100,60,87,75,84,37,70,19,73,10,77,27,39,31,100,33
84,68,29,61,80,8,69,40,4,74,92,71,34,97,22,10,71,49,77,92,80,0,53,63,86,100,82,36,3,53,26,7,92,11,17,76,42,68,8,25,66,11,89,94,26,13,62,14,19,83,52,54,52,51,19,74,41,73,55,53,21,29,73,79,81,9,88,42,23,94,22,36,18,98,94,63,69,52,81,88,6,48,96,51,55,96,60,34,48,37,38,67,57,71,59,56,16,87,20,47
13,73,3,85,2,19,2,55,34,59,27,61,27,19,75,100,96,18,72,81,10,67,83,63,96,69,35,30,88,3,92,56,58,67,73,45,84,7,45,17,13,83,81,34,12,13,28,87,94,51,10,57,95,35,68,48,67,99,1,75,22,70,72,10,7,15,84,75,14,74,5,100,0,5,43,86,16,27,89,74,53,33,27,38,58,17,34,85,55,71,21,16,85,25,72,62,26,52,6,63
51,12,11,29,7,22,51,1,89,98,88,11,51,79,91,12,69,24,70,3,29,14,34,84,1,36,38,17,35,76,69,89,14,2,89,60,64,42,62,67,93,30,45,12,32,50,41,44,48,20,41,26,35,2,3,52,68,11,54,28,100,27,18,18,50,13,54,63,72,74,2,23,1,86,75,96,60,10,35,85,100,9,28,13,67,95,62,96,42,98,58,70,9,60,52,81,56,67,100,72
94,40,82,10,29,4,9,18,34,71,41,64,17,90,93,38,18,88,29,58,98,72,19,58,97,33,27,70,94,50,56,31,7,87,41,96,83,95,86,58,94,89,54,51,72,79,48,86,63,32,83,24,57,98,20,83,21,46,4,14,45,24,17,64,54,30,70,47,16,27,13,52,33,85,87,19,50,19,28,37,84,23,39,58,33,91,74,21,56,90,26,12,80,67,66,59,27,42,75,16
48,18,97,5,81,51,59,55,68,33,77,14,99,66,98,54,14,12,68,96,76,78,83,40,33,8,70,78,78,72,97,85,32,54,43,0,96,98,53,13,71,74,43,46,44,51,96,88,90,16,92,39,51,50,90,52,37,91,56,22,54,24,70,21,41,29,24,94,8,11,6,10,98,17,54,10,95,27,85,88,3,59,70,32,29,72,69,14,88,98,67,65,75,53,7,64,52,27,4,16
5,73,14,5,27,42,8,13,3,76,20,91,69,82,25,77,60,72,23,32,10,54,56,52,47,47,73,18,22,20,35,69,72,72,0,89,63,75,5,39,36,73,28,100,53,6,100,77,68,86,41,11,57,55,78,14,43,63,49,9,40,10,18,39,64,42,57,55,67,47,15,29,80,11,84,75,0,45,26,85,99,66,16,9,34,86,2,36,18,79,0,77,16,19,78,100,99,43,5,17
3,45,23,62,37,86,24,95,87,47,45,55,49,14,58,83,16,63,19,92,55,35,11,13,56,100,29,64,99,28,89,14,28,44,2,83,55,60,39,86,81,20,41,47,43,45,26,75,34,87,80,41,83,94,79,29,95,22,52,94,74,7,77,85,72,41,99,58,23,77,93,87,84,62,95,14,37,94,0,69,90,76,12,90,6,100,42,59,48,88,48,69,85,56,68,56,64,25,6,3
80,15,57,33,90,70,76,83,33,21,12,73,65,20,23,83,13,44,87,7,47,60,39,97,99,24,66,84,22,33,98,95,38,92,64,69,71,17,1,38,7,22,69,48,38,48,38,98,70,27,11,53,94,34,43,46,70,14,74,32,19,47,61,90,15,24,74,63,5,60,4,10,28,61,64,47,65,70,80,47,33,30,51,26,60,33,79,82,77,29,86,92,65,58,83,43,12,28,68,49
33,7,50,93,38,51,9,90,92,22,18,77,55,84,25,12,22,99,7,27,5,32,42,94,50,3,8,83,62,85,28,55,52,56,95,71,77,69,56,87,19,95,2,44,42,24,45,98,87,14,12,95,52,52,15,39,53,41,55,65,54,27,77,39,20,91,65,84,65,82,91,99,95,69,22,5,39,8,60,59,68,70,51,65,47,15,71,63,89,38,48,100,74,16,42,98,86,85,70,43
9,85,90,11,47,0,58,46,30,67,10,57,82,81,62,19,13,67,92,28,95,80,85,99,82,97,62,60,48,98,0,69,21,67,41,12,54,90,35,37,61,30,16,44,38,59,97,45,37,46,53,18,36,13,69,79,14,71,73,20,12,83,29,17,39,2,18,62,8,41,16,81,0,29,80,23,0,27,79,53,43,3,12,51,93,47,80,37,10,52,42,9,53,79,67,75,76,48,80,61
25,42,95,3,66,34,58,100,36,5,77,72,3,62,40,94,20,65,46,76,51,36,15,83,6,87,42,26,33,10,46,74,46,92,30,85,54,47,68,98,8,30,89,92,19,75,21,61,32,64,25,28,26,40,91,24,2,54,19,23,97,25,2,38,72,82,72,58,66,13,60,98,69,4,68,81,91,86,67,22,63,3,60,35,80,6,90,15,4,4,83,70,91,83,36,19,84,26,59,49
48,31,54,54,55,16,36,66,48,15,6,26,52,89,95,67,49,63,19,44,5,79,24,28,23,26,59,34,55,27,44,48,51,92,7,30,94,40,93,65,37,20,93,69,42,23,45,38,41,32,6,6,95,58,63,5,66,65,85,15,15,13,92,71,43,30,37,70,73,63,78,40,32,26,47,18,57,22,77,52,69,98,89,85,90,75,59,88,17,100,42,28,78,90,27,62,51,2,44,83
